2.000,0.198
3.000,0.197
4.000,0.197
5.000,0.198
6.000,0.198
7.000,0.198
8.000,0.197
9.000,0.179
10.00,0.168
11.00,0.149
12.00,0.135
13.00,0.120
14.00,0.100
15.00,0.075
16.00,0.020
